paket,dalamNegeri,jenisPengadaan,metode,lembaga,satker,lokasi,id,pagu,pemilihanDate,sumberDana,isUMKM,volumePekerjaan,uraianPekerjaan,spesifikasiPekerjaan,ownerType,potensiPemborosan,tags.isInappropriate,tags.inappropriateReason,jumlahTagAktif,_source_part
Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional TIK Puskesmas ) UPTD Puskesmas Depok Utara TA 2026,True,Jasa Lainnya,E-Purchasing,Kota Depok,UPTD Puskesmas Depok Utara,"Jawa Barat, Depok (Kota)",64302955,4200000.0,January 2026,BLUD,True,1 Tahun,Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional TIK Puskesmas ) UPTD Puskesmas Depok Utara TA 2026,Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional TIK Puskesmas ) UPTD Puskesmas Depok Utara TA 2026,kabkota,0.0,low,,0,60
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Jember,SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH,"Jawa Timur, Jember (Kab.)",64321157,65000000.0,February 2026,APBD,True,1 Paket,Software;,SOFTWARE;,kabkota,0.0,low,,0,60
Belanja Modal Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Kota Jayapura,Badan Pengelolaan Keuangan dan Aset Daerah,"Papua, Jayapura (Kota)",64320910,150000000.0,January 2026,APBD,True,1 Paket,APLIKASI SMART ASSET;,APLIKASI;,kabkota,0.0,low,,0,60
Belanja Sewa Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Tulungagung,UPTD PUSKESMAS BESUKI,"Jawa Timur, Tulungagung (Kab.)",64262773,9000000.0,January 2026,BLUD,True,1 paket,Belanja Sewa Aplikasi e-BLUD,Belanja Sewa Aplikasi e-BLUD 12 Bulan,kabkota,0.0,low,,0,60
Belanja Sewa Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Demak,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Jawa Tengah, Demak (Kab.)",64323034,198135000.0,February 2026,APBD,True,1 Paket,Belanja Sewa Program dan Layanan Penerimaan Peserta Didik Baru (PPDB) Dalam Jaringan;,-;,kabkota,0.0,low,,0,60
Software,True,Barang,E-Purchasing,Kab. Mimika,Badan Pendapatan Daerah,"Papua Tengah, Mimika (Kab.)",64321874,200000000.0,March 2026,APBD,True,1 Paket,Software;,Pembuatan Aplikasi Arsip;,kabkota,0.0,low,,0,60
Software,True,Barang,E-Purchasing,Kab. Mimika,Badan Pendapatan Daerah,"Papua Tengah, Mimika (Kab.)",64321873,300000000.0,March 2026,APBD,True,1 Paket,Software;,Pembuatan aplikasi penilaian kinerja individu;,kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi / Sistem Informasi(Belanja Peningkatan TIK di BLUD (Canva Premium))UPTD Puskesmas Depok Utara TA 2026,True,Jasa Lainnya,E-Purchasing,Kota Depok,UPTD Puskesmas Depok Utara,"Jawa Barat, Depok (Kota)",64303107,800000.0,January 2026,BLUD,True,1 Tahun,Aplikasi Canva Premium,Belanja Jasa Konversi Aplikasi / Sistem Informasi(Belanja Peningkatan TIK di BLUD (Canva Premium))UPTD Puskesmas Depok Utara TA 2026,kabkota,0.0,low,,0,60
Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional CIPTALIFE ) UPTD Puskesmas Depok Utara TA 2026,True,Jasa Lainnya,E-Purchasing,Kota Depok,UPTD Puskesmas Depok Utara,"Jawa Barat, Depok (Kota)",64302972,12000000.0,January 2026,BLUD,True,1 Tahun,Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional CIPTALIFE ) UPTD Puskesmas Depok Utara TA 2026,Beban Jasa Konversi Aplikasi/ Sistem Informasi ( Belanja Jasa Layanan Operasional CIPTALIFE ) UPTD Puskesmas Depok Utara TA 2026,kabkota,0.0,low,,0,60
Langganan aplikasi zoom meeting,True,Jasa Lainnya,Pengadaan Langsung,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP BENGKULU,"Bengkulu, Bengkulu (Kota)",64304030,8000000.0,January 2026,APBN - RUPIAH MURNI (A),True,1 THN,Langganan aplikasi zoom meeting,Spesifikasi di KAK,central,0.0,low,,0,60
"Belanja Jasa Konversi Aplikasi/Sistem Informasi (Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik)",True,Jasa Lainnya,Pengadaan Langsung,Kab. Bangka Barat,Badan Pengelolaan Pajak dan Retribusi Daerah Kabupaten Bangka Barat,"Kep. Bangka Belitung, Bangka Barat (Kab.)",64263606,198000000.0,January 2026,APBD,True,1 Paket,Pembayaran Jasa Atas Fasilitasi Gateway/Payment Online PPB P2 dan BPHTB; Pembayaran Jasa Pemeliharaan Aplikasi 9 Pajak Daerah;,-; -;,kabkota,0.0,low,,0,60
Langganan aplikasi video editor,True,Jasa Lainnya,Pengadaan Langsung,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP BENGKULU,"Bengkulu, Bengkulu (Kota)",64304026,800000.0,January 2026,APBN - RUPIAH MURNI (A),True,1 THN,Langganan aplikasi video editor,Spesifikasi di KAK,central,0.0,low,,0,60
"Belanja Jasa Konversi Aplikasi/Sistem Informasi - Sub Kegiatan Pengolahan, Pemeliharaan, dan Pelaporan Basis Data Pajak Daerah",True,Jasa Lainnya,Pengadaan Langsung,Kab. Tulang Bawang,Badan Pendapatan Daerah,"Lampung, Tulang Bawang (Kab.)",64303878,3500000.0,January 2026,APBD,True,1 Ls,Belanja Jasa Konversi Aplikasi/Sistem Informasi,HOSTING WEBSITE Spesifikasi: Belanja Jasa Tenaga Informasi dan Teknologi,kabkota,0.0,low,,0,60
"Pengadaan Belanja Bahan Kegiatan Pembangunan, Pengembangan dan Pemeliharaan Aplikasi Dukungan Penyelenggaraan Tugas dan Fungsi Unit pada kantor Badan Pembinaan Hukum Nasional Tahun Anggaran 2026",True,Barang,Pengadaan Langsung,Kementerian Hukum,BADAN PEMBINAAN HUKUM NASIONAL,"DKI Jakarta, Jakarta Timur (Kota)",64285824,10000000.0,January 2026,APBN - RUPIAH MURNI (A),True,1 Paket,"1. Snack Rapat Biasa DK JAKARTA ( 105, OK, @ 24000 ); 2. Makan Rapat Biasa DK JAKARTA ( 105, OK, @ 57000 ); 3. Biaya Penggandaan dan Penjilidan ( 1, PAKET, @ 1495000 );",spesifikasi sesuai permintaan,central,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Pemalang,Puskesmas Petarukan,"Jawa Tengah, Pemalang (Kab.)",64284951,12000000.0,January 2026,BLUD,True,1 paket,Belanja Jasa Konversi Aplikasi/Sistem Informasi,Langganan aplikasi ePus,kabkota,0.0,low,,0,60
Belanja Aplikasi PPDB Online Sub Kegiatan Pengelolaan Dana BOS Sekolah Menengah Pertama (SMPN 10 BALIKPAPAN),True,Jasa Lainnya,E-Purchasing,Kota Balikpapan,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Kalimantan Timur, Balikpapan (Kota)",64285859,4680000.0,April 2026,APBD,False,1 Tahun,Belanja Lisensi Aplikasi SPMB;,PPDB Online;,kabkota,0.0,low,,0,60
Belanja Pemeliharaan Aset Tidak Berwujud-Software_Peningkatan Pelayanan BLUD_Puskesmas Kraksaan,True,Jasa Lainnya,E-Purchasing,Kab. Probolinggo,Puskesmas Kraksaan,"Jawa Timur, Probolinggo (Kab.)",64264916,15000000.0,January 2026,BLUD,True,1 Paket,Belanja Pemeliharaan Aset Tidak Berwujud-Software_Peningkatan Pelayanan BLUD_Puskesmas Kraksaan,Belanja Pemeliharaan Aset Tidak Berwujud-Software_Peningkatan Pelayanan BLUD_Puskesmas Kraksaan,kabkota,0.0,low,,0,60
Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota,True,Barang,Pengadaan Langsung,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB KOTAWARINGIN BARAT,"Kalimantan Tengah, Kotawaringin Barat (Kab.)",64286262,7945000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 1, PAKET, @ 7945000 )","1. Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota ( 1, PAKET, @ 7945000 );","1. Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota ( 1, PAKET, @ 7945000 );",central,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/ Sistem Informasi Puskesmas Kalisat,True,Jasa Lainnya,E-Purchasing,Kab. Jember,PUSKESMAS KALISAT,"Jawa Timur, Jember (Kab.)",64284214,20000000.0,March 2026,BLUD,True,1 Paket,Belanja Jasa Konversi Aplikasi/ Sistem Informasi Puskesmas Kalisat,Spesifikasi sesuai KAK,kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi (Monev Pembangunan Manusia),True,Jasa Lainnya,Pengadaan Langsung,Kota Bandung,"Badan Perencanaan, Pembangunan, Riset dan Inovasi Daerah","Jawa Barat, Bandung (Kota)",64265181,55500000.0,January 2026,APBD,True,1 Paket,Jasa Multimedia;,Jasa Pembuatan Multimedia;,kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi (Monev Pemerintahan),True,Jasa Lainnya,Pengadaan Langsung,Kota Bandung,"Badan Perencanaan, Pembangunan, Riset dan Inovasi Daerah","Jawa Barat, Bandung (Kota)",64265627,111000000.0,January 2026,APBD,True,1 Paket,Jasa Pembuatan Multimedia;,Jasa Pembuatan Multimedia;,kabkota,0.0,low,,0,60
Jasa Pengembangan / Pembuatan Aplikasi,True,Jasa Lainnya,Penunjukan Langsung,Kab. Tapin,Dinas Pekerjaan Umum dan Penataan Ruang,"Kalimantan Selatan, Tapin (Kab.)",64323713,100000000.0,January 2026,APBD,True,1 Orang / Paket / Pekerjaan,Jasa Pengembangan / Pembuatan Aplikasi,Sistem Informasi / Database,kabkota,0.0,med,,1,60
"Paket Halfday Bimbingan Teknis Aplikasi SPMB (Operator SMP, Operator Dinas Sosial dan Operator Disdukcapil - SMP",True,Jasa Lainnya,E-Purchasing,Kota Bogor,DINAS PENDIDIKAN,"Jawa Barat, Bogor (Kota)",64265834,37920000.0,February 2026,APBD,True,1 paket,"Paket Halfday Bimbingan Teknis Aplikasi SPMB (Operator SMP, Operator Dinas Sosial dan Operator Disdukcapil - SMP",Setingkat Eselon II ke bawah,kabkota,0.0,low,,0,60
"Belanja Paket Aplikasi Zoom Meeting, MMPI, Vmix",True,Jasa Lainnya,Dikecualikan,Kab. Kutai Kartanegara,RSUD Aji Muhammad Parikesit,"Kalimantan Timur, Kutai Kartanegara (Kab.)",64324255,32000000.0,January 2026,BLUD,True,1 Paket,-,-,kabkota,0.0,med,,1,60
Belanja Sewa Aset Tidak Berwujud-Software,True,Barang,Pengadaan Langsung,Kab. Pegunungan Bintang,Dinas Kesehatan,"Papua Pegunungan, Pegunungan Bintang (Kab.)",64304603,3025000.0,February 2026,APBD,True,1 Paket,ZOOM MEETING;,Zoom Business;,kabkota,0.0,low,,0,60
Belanja Sewa Aplikasi CBT Online Sub Kegiatan Pengelolaan Dana BOS Sekolah Menengah Pertama (SMPN 10 BALIKPAPAN),True,Jasa Lainnya,E-Purchasing,Kota Balikpapan,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Kalimantan Timur, Balikpapan (Kota)",64286080,1785000.0,February 2026,APBD,True,1 Tahun,Sewa Aplikasi CBT Online;,Aplikasi CBT Cloud Online 1.500 siswa;,kabkota,0.0,low,,0,60
Pengadaan Belanja Barang Non Operasional Lainnya Aplikasi Video Conference Layanan Umum dan Rumah Tangga Pada Kantor Wilayah Direktorat Jenderal Imigrasi Jawa Barat Tahun Anggaran 2026,True,Barang,Pengadaan Langsung,Kementerian Imigrasi dan Pemasyarakatan,IM11 KANTOR WILAYAH DIREKTORAT JENDERAL IMIGRASI JAWA BARAT,"Jawa Barat, Bandung (Kota)",64305195,5000000.0,January 2026,APBN - PNBP (D),True,"( 1, PKT, @ 5000000 )","1. Aplikasi Video Conference ( 1, PKT, @ 5000000 );",Aplikasi Video Conference,central,0.0,low,,0,60
Penyediaan Infrastruktur - Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Kota Singkawang,"DINAS PARIWISATA, PEMUDA DAN OLAH RAGA","Kalimantan Barat, Singkawang (Kota)",64266230,3300000.0,June 2026,APBD,True,1 Paket,Belanja Pemeliharaan Aset Tidak Berwujud-Software,Belanja Pemeliharaan Aset Tidak Berwujud-Software,kabkota,0.0,low,,0,60
Belanja Modal Software Puskesmas Kalisat,True,Barang,E-Purchasing,Kab. Jember,PUSKESMAS KALISAT,"Jawa Timur, Jember (Kab.)",64284832,50000000.0,March 2026,BLUD,True,1 Paket,Belanja Modal Software Puskesmas Kalisat,Spesifikasi sesuai KAK,kabkota,0.0,low,,0,60
Pengadaan Lisensi Software,True,Barang,E-Purchasing,Kab. Malang,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,"Jawa Timur, Malang (Kab.)",64305933,62000000.0,January 2026,APBD,True,1 paket,Pengadaan lisensi software untuk operasi server,Spesifikasi teknis sesuai dalam KAK,kabkota,0.0,low,,0,60
Pengadaan Aplikasi Video Conference Pada Kantor Imigrasi Kelas I TPI Yogyakarta – D.I. Yogyakarta Tahun Anggaran 2026,True,Barang,E-Purchasing,Kementerian Imigrasi dan Pemasyarakatan,IM14 KANTOR IMIGRASI KELAS I TPI YOGYAKARTA,"DI Yogyakarta, Sleman (Kab.)",64325755,16800000.0,January 2026,APBN - RUPIAH MURNI (A),True,12 PKT,Pengadaan Aplikasi video conference @ 1400000;,-,central,0.0,low,,0,60
Belanja Pemeliharaan Aplikasi Elektronik Rumah Sakit,True,Jasa Lainnya,Dikecualikan,Kab. Rembang,RSUD dr. R. SOETRASNO,"Jawa Tengah, Rembang (Kab.)",64288160,2000000.0,July 2026,BLUD,True,1 Paket,Pemeliharaan aplikasi elektronik rumah sakit untuk menunjang pelayanan rumah sakit,Aplikasi elektronik rumah sakit,kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi (BLUD) Langganan Managed Services Vaksin Data Logger Monitoring,True,Jasa Lainnya,E-Purchasing,Kota Pontianak,DINAS KESEHATAN,"Kalimantan Barat, Pontianak (Kota)",64288326,3000000.0,January 2026,BLUD,True,1 Tahun,Belanja Jasa Konversi Aplikasi/Sistem Informasi (BLUD) Langganan Managed Services Vaksin Data Logger Monitoring,Belanja Jasa Konversi Aplikasi/Sistem Informasi (BLUD) Langganan Managed Services Vaksin Data Logger Monitoring,kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Kebumen,PUSKESMAS SRUWENG,"Jawa Tengah, Kebumen (Kab.)",64305873,7500000.0,January 2026,BLUD,True,1 Paket,Jasa pendampingan aplikasi SIPD EBLUD Pengelolaan KEU BLUD),Jasa pendampingan aplikasi SIPD EBLUD Pengelolaan KEU BLUD),kabkota,0.0,low,,0,60
Belanja Modal Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Provinsi Sumatera Selatan,Badan Pengelola Keuangan dan Aset Daerah,"Sumatera Selatan, Palembang (Kota)",64267997,185000000.0,February 2026,APBD,True,2,Belanja Modal Aset Tidak Berwujud-Software,Belanja Modal Aset Tidak Berwujud-Software,provinsi,0.0,low,,0,60
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,Dikecualikan,Kab. Minahasa Utara,Inspektorat,"Sulawesi Utara, Minahasa Utara (Kab.)",64306280,6000000.0,January 2026,APBD,True,2 Paket,Belanja Pemeliharaan Aset Tidak Berwujud (Software dan Sistem Singa Minut),Belanja Pemeliharaan Aset Tidak Berwujud (Software dan Sistem Singa Minut),kabkota,0.0,low,,0,60
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Barang,E-Purchasing,Kab. Tanggamus,Badan Pendapatan Daerah,"Lampung, Tanggamus (Kab.)",64267394,110000000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konversi Aplikasi/Sistem Informasi,Belanja Maintence Aplikasi Pajak Daerah,kabkota,0.0,low,,0,60
Beban Pemeliharaan Aset Tidak Berwujud-Software,True,Barang,Pengadaan Langsung,Kab. Sigi,Badan Pendapatan Daerah,"Sulawesi Tengah, Sigi (Kab.)",64327080,30000000.0,January 2026,APBD,True,1 Tahun,Beban Pemeliharaan Aset Tidak Berwujud-Software;,Sistem PBB-P2 Online ;,kabkota,0.0,low,,0,61
Belanja Modal Aset Tidak Berwujud-Software,True,Jasa Lainnya,Penunjukan Langsung,Kota Palembang,Bagian Administrasi Pembangunan Sekretariat Daerah,"Sumatera Selatan, Palembang (Kota)",64348465,99149600.0,January 2026,APBD,True,1 Paket,Paket Pembuatan Aplikasi/ Server Persediaan;,Aplikasi Server Persediaan;,kabkota,0.0,low,,0,61
PAUD-Pelatihan Penggunaan Aplikasi-Belanja Makanan dan Minuman Rapat,True,Barang,E-Purchasing,Kab. Purbalingga,DINAS PENDIDIKAN DAN KEBUDAYAAN,"Jawa Tengah, Purbalingga (Kab.)",64348425,3600000.0,February 2026,APBD,True,1 Paket,Makan Biasa + Minuman; Snack Biasa + Minuman;,Rapat dan Tamu Biasa; Rapat dan Tamu Biasa;,kabkota,0.0,low,,0,61
Belanja Jasa Konsultan Pemeliharaan Aplikasi Web-R,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Tangerang,Badan Pendapatan Daerah,"Banten, Tangerang (Kab.)",64368945,52500000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konsultan Pemeliharaan Aplikasi Web-R,Belanja Jasa Konsultan Pemeliharaan Aplikasi Web-R,kabkota,0.0,low,,0,61
Belanja Sewa Aset Tidak Berwujud-Software Pada Sub Kegiatan Pelayanan dan Penunjang Pelayanan BLUD Puskesmas Kemuning,True,Jasa Lainnya,Pengadaan Langsung,Kab. Bogor,DINAS KESEHATAN,"Jawa Barat, Bogor (Kab.)",64367786,13320000.0,January 2026,BLUD,True,12 Bulan,E Puskesmas,Sesuai Kontrak,kabkota,0.0,low,,0,61
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Jember,"DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Jawa Timur, Jember (Kab.)",64389776,40000000.0,February 2026,APBD,True,1 Tahun,Belanja Pemeliharaan Aset Tidak Berwujud-Software;,"Pemeliharaan Website, pengelolaan traffic, Backup Data, Pemutakiran keamanan;",kabkota,0.0,low,,0,61
Belanja Modal Aset Tidak Berwujud-Software,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Sragen,Sekretariat Daerah,"Jawa Tengah, Sragen (Kab.)",64388471,25000000.0,January 2026,APBD,True,1 Paket,aplikasi cukup sederhana;,;,kabkota,0.0,low,,0,61
Belanja Jasa Konsultansi Aplikasi Penatausahaan Barang Milik Daerah,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Trenggalek,DINAS PENDIDIKAN,"Jawa Timur, Terenggalek (Kab.)",64328108,10000000.0,January 2026,APBD,True,1 Paket,Jasa Konsultansi Berorientasi Layanan-Jasa Khusus;,Type VI;,kabkota,0.0,low,,0,61
Langganan Aplikasi Video Communications,True,Barang,Pengadaan Langsung,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB BANYUMAS,"Jawa Tengah, Banyumas (Kab.)",64368076,1599000.0,April 2026,APBN - RUPIAH MURNI (A),True,1 tahun,Langganan Aplikasi Video Communications,sesuai KAK,central,0.0,low,,0,61
Beban Pemeliharaan Aset Tidak Berwujud-Software (Pemeliharaan Aplikasi Pengelolaan Pajak Daerah),True,Jasa Lainnya,E-Purchasing,Kab. Majalengka,Badan Pendapatan Daerah,"Jawa Barat, Majalengka (Kab.)",64388636,100000000.0,May 2026,APBD,True,1 Paket,Beban Pemeliharaan Aset Tidak Berwujud-Software;,Belanja Pemeliharaan Aset Tidak Berwujud-Software;,kabkota,0.0,low,,0,61
Beban Pemeliharaan Aset Tidak Berwujud-Software,True,Barang,Pengadaan Langsung,Kab. Sigi,Badan Pendapatan Daerah,"Sulawesi Tengah, Sigi (Kab.)",64327079,30000000.0,January 2026,APBD,True,1 Tahun,Beban Pemeliharaan Aset Tidak Berwujud-Software;,Sismiop ;,kabkota,0.0,low,,0,61
Belanja Sewa Aset Tidak Berwujud-Software pada sub Kegiatan Operasional Pelayanan Puskesmas Puskesmas Kiarapandak,True,Jasa Lainnya,Pengadaan Langsung,Kab. Bogor,DINAS KESEHATAN,"Jawa Barat, Bogor (Kab.)",64367970,13320000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Langganan SIMPUS dan Dukungan Internet pada sub Kegiatan Operasional Pelayanan Puskesmas Puskesmas Kiarapandak,sesuai dengan KAK,kabkota,0.0,low,,0,61
Belanja Jasa Konsultan Pemeliharaan Aplikasi Siwasjada,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Tangerang,Badan Pendapatan Daerah,"Banten, Tangerang (Kab.)",64368421,78000000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konsultan Pemeliharaan Aplikasi Siwasjada,Belanja Jasa Konsultan Pemeliharaan Aplikasi Siwasjada,kabkota,0.0,low,,0,61
Beban Pemeliharaan Aset Tidak Berwujud-Software,True,Barang,Pengadaan Langsung,Kab. Sigi,Badan Pendapatan Daerah,"Sulawesi Tengah, Sigi (Kab.)",64327082,12000000.0,January 2026,APBD,True,1 Tahun,Beban Pemeliharaan Aset Tidak Berwujud-Software;,Aplikasi ToSigi;,kabkota,0.0,low,,0,61
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Provinsi Kalimantan Barat,BADAN PENDAPATAN DAERAH PROVINSI KALIMANTAN BARAT,"Kalimantan Barat, Pontianak (Kota)",64368430,420000000.0,November 2026,APBD,True,1 Paket,Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software; Belanja Pemeliharaan Aset Tidak Berwujud-Software;,Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software; Pemeliharaan Software;,provinsi,0.0,low,,0,61
Belanja Jasa Konsultan Pemeliharaan Aplikasi SIPARI,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Tangerang,Badan Pendapatan Daerah,"Banten, Tangerang (Kab.)",64368081,52500000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konsultan Pemeliharaan Aplikasi SIPARI,Belanja Jasa Konsultan Pemeliharaan Aplikasi SIPARI,kabkota,0.0,low,,0,61
Belanja Modal Aset Tidak Berwujud-Software SPMB SMP,True,Jasa Lainnya,E-Purchasing,Kab. Jombang,Dinas Pendidikan dan Kebudayaan,"Jawa Timur, Jombang (Kab.)",64389551,75000000.0,March 2026,APBD,True,1,Belanja Aplikasi SPMB SMP 2026,Belanja Aplikasi SPMB SMP 2026,kabkota,0.0,low,,0,61
Jasa Konversi Aplikasi/Sistem Informasi P01 SIAPP,True,Jasa Lainnya,Pengadaan Langsung,Kab. Ngawi,DINAS KETAHANAN PANGAN DAN PERTANIAN,"Jawa Timur, Ngawi (Kab.)",64349759,27000000.0,January 2026,APBD,True,1 Paket,Jasa Konversi Aplikasi/Sistem Informasi;,Jasa Konversi Aplikasi/Sistem Informasi;,kabkota,0.0,low,,0,61
Belanja Jasa Konsultan Pemeliharaan Aplikasi SmartGov,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Tangerang,Badan Pendapatan Daerah,"Banten, Tangerang (Kab.)",64368726,94500000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konsultan Pemeliharaan Aplikasi SmartGov,Belanja Jasa Konsultan Pemeliharaan Aplikasi SmartGov,kabkota,0.0,low,,0,61
Belanja Sewa Software,True,Jasa Lainnya,E-Purchasing,Kota Malang,Puskesmas Arjuno,"Jawa Timur, Malang (Kota)",64329251,13500000.0,January 2026,BLUD,True,1,Canva 1 tahun 1.500.000 1.500.000 SIMPUS 12 bulan 1.000.000 12.000.000,Canva 1 tahun 1.500.000 1.500.000 SIMPUS 12 bulan 1.000.000 12.000.000,kabkota,1500000.0,med,,1,61
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Jember,"DINAS KESEHATAN, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA","Jawa Timur, Jember (Kab.)",64389777,95000000.0,February 2026,APBD,True,38 Paket,Belanja Pemeliharaan Aset Tidak Berwujud-Software;,SIMPUS Puskesmas;,kabkota,0.0,low,,0,61
Beban Jasa Konversi Aplikasi/Sistem Informasi (WhatsApp Blast Informasi Pajak Daerah),True,Jasa Lainnya,Pengadaan Langsung,Kab. Majalengka,Badan Pendapatan Daerah,"Jawa Barat, Majalengka (Kab.)",64388635,200000000.0,May 2026,APBD,True,1 Paket,Beban Jasa Konversi Aplikasi/Sistem Informasi;,Belanja Jasa Konversi Aplikasi/Sistem Informasi;,kabkota,0.0,low,,0,61
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Konsultansi,E-Purchasing,Kab. Natuna,Badan Pengelolaan Keuangan dan Pendapatan Daerah,"Kepulauan Riau, Natuna (Kab.)",64389541,104000000.0,January 2026,APBD,True,1 Paket,Belanja Pemeliharaan Aset Tidak Berwujud-Software;,Belanja Pemeliharaan Aset Tidak Berwujud-Software;,kabkota,0.0,low,,0,61
Belanja Jasa Konsultan Pemeliharaan Server Aplikasi Pengelolaan Pajak Daerah,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Tangerang,Badan Pendapatan Daerah,"Banten, Tangerang (Kab.)",64369195,52500000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konsultan Pemeliharaan Server Aplikasi Pengelolaan Pajak Daerah,Belanja Jasa Konsultan Pemeliharaan Server Aplikasi Pengelolaan Pajak Daerah,kabkota,0.0,low,,0,61
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Barang,Pengadaan Langsung,Kab. Pesawaran,Badan Kepegawaian dan Pengembangan Sumber Daya Manusia,"Lampung, Pesawaran (Kab.)",64370541,5000000.0,January 2026,APBD,True,1 Paket,Belanja Jasa Konversi Aplikasi/Sistem Informasi;,Belanja Jasa Konversi Aplikasi/Sistem Informasi;,kabkota,0.0,low,,0,61
